sid,"splunk_server","_time","is_realtime",provenance,search,"adhoc_search_level","api_et","api_index_et","api_index_lt","event_count","exec_time","result_count","savedsearch_name","scan_count","search_et",status,"total_run_time","__mv_sid","__mv_splunk_server","__mv__time","__mv_is_realtime","__mv_provenance","__mv_search","__mv_adhoc_search_level","__mv_api_et","__mv_api_index_et","__mv_api_index_lt","__mv_event_count","__mv_exec_time","__mv_result_count","__mv_savedsearch_name","__mv_scan_count","__mv_search_et","__mv_status","__mv_total_run_time"
"admin__admin__search__search14_1717119616.2672",server,"1717119616.289850",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105216.000000000",0,0,5,1717119616,5,search14,22,"1717105216.000000000",completed,"0.107",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119673.2677",server,"1717119673.814504",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105273.000000000",0,0,0,1717119673,1,baseSearch,0,"1717105273.000000000",completed,"0.12",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119679.2688",server,"1717119679.195694",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105279.000000000",0,0,5,1717119679,5,search14,25,"1717105279.000000000",completed,"0.114",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119736.2707",server,"1717119736.306604",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105336.000000000",0,0,0,1717119736,1,baseSearch,0,"1717105336.000000000",completed,"0.134",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119741.2732",server,"1717119741.287504",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105341.000000000",0,0,5,1717119741,5,search14,28,"1717105341.000000000",completed,"0.10400000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119798.2737",server,"1717119798.293252",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105398.000000000",0,0,0,1717119798,1,baseSearch,0,"1717105398.000000000",completed,"0.117",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119803.2762",server,"1717119803.305162",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105403.000000000",0,0,5,1717119803,5,search14,31,"1717105403.000000000",completed,"0.10300000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119860.2767",server,"1717119860.338376",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105460.000000000",0,0,0,1717119860,1,baseSearch,0,"1717105460.000000000",completed,"0.106",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119865.2792",server,"1717119865.296061",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105465.000000000",0,0,5,1717119865,5,search14,34,"1717105465.000000000",completed,"0.10200000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119922.2797",server,"1717119922.309187",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105522.000000000",0,0,0,1717119922,1,baseSearch,0,"1717105522.000000000",completed,"0.114",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119927.2822",server,"1717119927.311963",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105527.000000000",0,0,5,1717119927,5,search14,37,"1717105527.000000000",completed,"0.106",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717119984.2827",server,"1717119984.306571",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105584.000000000",0,0,0,1717119984,1,baseSearch,0,"1717105584.000000000",completed,"0.099",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717119989.2852",server,"1717119989.306926",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105589.000000000",0,0,5,1717119989,5,search14,40,"1717105589.000000000",completed,"0.123",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120046.2857",server,"1717120046.310857",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105646.000000000",0,0,0,1717120046,1,baseSearch,0,"1717105646.000000000",completed,"0.139",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120051.2882",server,"1717120051.310747",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105651.000000000",0,0,5,1717120051,5,search14,43,"1717105651.000000000",completed,"0.112",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120108.2887",server,"1717120108.307468",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105708.000000000",0,0,0,1717120108,1,baseSearch,0,"1717105708.000000000",completed,"0.111",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120113.2912",server,"1717120113.304564",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105713.000000000",0,0,5,1717120113,5,search14,46,"1717105713.000000000",completed,"0.107",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120170.2917",server,"1717120170.310993",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105770.000000000",0,0,0,1717120170,1,baseSearch,0,"1717105770.000000000",completed,"0.099",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120175.2942",server,"1717120175.305625",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105775.000000000",0,0,5,1717120175,5,search14,49,"1717105775.000000000",completed,"0.107",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120232.2947",server,"1717120232.303722",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105832.000000000",0,0,0,1717120232,1,baseSearch,0,"1717105832.000000000",completed,"0.11900000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120237.2972",server,"1717120237.312202",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105837.000000000",0,0,5,1717120237,5,search14,52,"1717105837.000000000",completed,"0.117",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120294.2977",server,"1717120294.324330",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105894.000000000",0,0,0,1717120294,1,baseSearch,0,"1717105894.000000000",completed,"0.115",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120299.3002",server,"1717120299.314864",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105899.000000000",0,0,5,1717120299,5,search14,55,"1717105899.000000000",completed,"0.096",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120356.3007",server,"1717120356.344579",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717105956.000000000",0,0,0,1717120356,1,baseSearch,0,"1717105956.000000000",completed,"0.101",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120361.3032",server,"1717120361.318743",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717105961.000000000",0,0,5,1717120361,5,search14,58,"1717105961.000000000",completed,"0.164",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120418.3037",server,"1717120418.314111",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106018.000000000",0,0,0,1717120418,1,baseSearch,0,"1717106018.000000000",completed,"0.117",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120423.3062",server,"1717120423.344863",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106023.000000000",0,0,5,1717120423,5,search14,61,"1717106023.000000000",completed,"0.123",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120480.3067",server,"1717120480.319901",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106080.000000000",0,0,0,1717120480,1,baseSearch,0,"1717106080.000000000",completed,"0.091",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120485.3092",server,"1717120485.315813",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106085.000000000",0,0,5,1717120485,5,search14,64,"1717106085.000000000",completed,"0.115",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120542.3097",server,"1717120542.433196",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106142.000000000",0,0,0,1717120542,1,baseSearch,0,"1717106142.000000000",completed,"0.12",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120547.3122",server,"1717120547.313764",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106147.000000000",0,0,5,1717120547,5,search14,67,"1717106147.000000000",completed,"0.10300000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120603.3128",server,"1717120603.590237",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106203.000000000",0,0,0,1717120603,1,baseSearch,0,"1717106203.000000000",completed,"0.08",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120608.3153",server,"1717120608.507481",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106208.000000000",0,0,5,1717120608,5,search14,71,"1717106208.000000000",completed,"0.108",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120664.3158",server,"1717120664.193783",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106264.000000000",0,0,0,1717120664,1,baseSearch,0,"1717106264.000000000",completed,"0.115",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120669.3183",server,"1717120669.241820",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106269.000000000",0,0,5,1717120669,5,search14,74,"1717106269.000000000",completed,"0.11",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120724.3188",server,"1717120724.662276",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106324.000000000",0,0,0,1717120724,1,baseSearch,0,"1717106324.000000000",completed,"0.112",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120729.3213",server,"1717120729.664405",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106329.000000000",0,0,5,1717120729,5,search14,77,"1717106329.000000000",completed,"0.098",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120785.3218",server,"1717120785.173211",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106385.000000000",0,0,0,1717120785,1,baseSearch,0,"1717106385.000000000",completed,"0.11",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120790.3243",server,"1717120790.111316",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106390.000000000",0,0,5,1717120790,5,search14,80,"1717106390.000000000",completed,"0.105",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120845.3248",server,"1717120845.667107",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106445.000000000",0,0,0,1717120845,1,baseSearch,0,"1717106445.000000000",completed,"0.114",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120850.3273",server,"1717120850.563715",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106450.000000000",0,0,5,1717120850,5,search14,83,"1717106450.000000000",completed,"0.105",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120906.3278",server,"1717120906.106476",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106506.000000000",0,0,0,1717120906,1,baseSearch,0,"1717106506.000000000",completed,"0.11",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120910.3303",server,"1717120910.988965",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106510.000000000",0,0,5,1717120911,5,search14,86,"1717106510.000000000",completed,"0.109",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717120966.3308",server,"1717120966.572612",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106566.000000000",0,0,0,1717120966,1,baseSearch,0,"1717106566.000000000",completed,"0.121",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717120971.3333",server,"1717120971.470759",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106571.000000000",0,0,5,1717120971,5,search14,89,"1717106571.000000000",completed,"0.105",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717121027.3338",server,"1717121027.106058",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106627.000000000",0,0,0,1717121027,1,baseSearch,0,"1717106627.000000000",completed,"0.117",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717121031.3363",server,"1717121031.908292",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106631.000000000",0,0,5,1717121031,5,search14,92,"1717106631.000000000",completed,"0.127",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717121088.3368",server,"1717121088.345749",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106688.000000000",0,0,0,1717121088,1,baseSearch,0,"1717106688.000000000",completed,"0.115",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717121092.3393",server,"1717121092.482121",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106692.000000000",0,0,5,1717121092,5,search14,95,"1717106692.000000000",completed,"0.112",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717121150.3400",server,"1717121150.346516",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106750.000000000",0,0,0,1717121150,1,baseSearch,0,"1717106750.000000000",completed,"0.12",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717121154.3425",server,"1717121154.347597",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106754.000000000",0,0,5,1717121154,5,search14,99,"1717106754.000000000",completed,"0.10200000000000001",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717121212.3430",server,"1717121212.372008",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106812.000000000",0,0,0,1717121212,1,baseSearch,0,"1717106812.000000000",completed,"0.126",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717121216.3455",server,"1717121216.338121",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106816.000000000",0,0,5,1717121216,5,search14,102,"1717106816.000000000",completed,"0.307",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717121274.3460",server,"1717121274.361698",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106874.000000000",0,0,0,1717121274,1,baseSearch,0,"1717106874.000000000",completed,"0.121",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717121278.3485",server,"1717121278.348844",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106878.000000000",0,0,5,1717121278,5,search14,105,"1717106878.000000000",completed,"0.109",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717121336.3490",server,"1717121336.355821",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106936.000000000",0,0,0,1717121336,1,baseSearch,0,"1717106936.000000000",completed,"0.319",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717121340.3519",server,"1717121340.343373",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717106940.000000000",0,0,5,1717121340,5,search14,108,"1717106940.000000000",completed,"0.151",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717121398.3520",server,"1717121398.357225",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717106998.000000000",0,0,0,1717121398,1,baseSearch,0,"1717106998.000000000",completed,"0.11",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717121402.3549",server,"1717121402.352994",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717107002.000000000",0,0,5,1717121402,5,search14,111,"1717107002.000000000",completed,"0.248",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717121460.3554",server,"1717121460.370910",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717107060.000000000",0,0,0,1717121460,1,baseSearch,0,"1717107060.000000000",completed,"0.15",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717121464.3579",server,"1717121464.347845",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717107064.000000000",0,0,5,1717121464,5,search14,114,"1717107064.000000000",completed,"0.26",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717121522.3584",server,"1717121522.362642",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717107122.000000000",0,0,0,1717121522,1,baseSearch,0,"1717107122.000000000",completed,"0.125",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717121526.3609",server,"1717121526.399990",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717107126.000000000",0,0,5,1717121526,5,search14,118,"1717107126.000000000",completed,"0.111",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717121584.3614",server,"1717121584.400144",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717107184.000000000",0,0,0,1717121584,1,baseSearch,0,"1717107184.000000000",completed,"0.115",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717121588.3639",server,"1717121588.357600",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717107188.000000000",0,0,5,1717121588,5,search14,121,"1717107188.000000000",completed,"0.105",,,,,,,,,,,,,,,,,,
"admin__admin__search__baseSearch_1717121646.3644",server,"1717121646.393993",0,"UI:Dashboard:job_details_dashboard","| rest /services/search/jobs/1717115559.659 splunk_server=local","","1717107246.000000000",0,0,0,1717121646,1,baseSearch,0,"1717107246.000000000",completed,"0.099",,,,,,,,,,,,,,,,,,
"admin__admin__search__search14_1717121650.3669",server,"1717121650.367304",0,"UI:Dashboard:job_details_dashboard","search index=""_introspection"" sourcetype=search_telemetry search_id=*1717115559.659* | spath path=search_commands{}.name output=command | spath path=search_commands{}.duration output=duration | eval fields=mvzip(command, duration, "","") | mvexpand fields | rex field=fields ""(?<Command>[^,]+),(?<Duration>.+)$""
                        | table Command, Duration","","1717107250.000000000",0,0,5,1717121650,5,search14,124,"1717107250.000000000",completed,"0.12",,,,,,,,,,,,,,,,,,
